title,link,content_excerpt,gemini_classification,gemini_reason,gemini_confidence
내란견들은 탓을 할게 아니라 자기반성을 해야하는데...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438229&page=6,그걸 씨팔 10년째 절대 안하노... 진짜 언제까지 개병신 같을려고 그러는지 성장하는게 없네......,욕설 사용,"직접적인 욕설 포함됨 ('씨팔', '개병신' 등)",0.99
나이 4050먹고 진보라는말 하면 그렇지않냐?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438228&page=6,너네가 통구이할래 이제?......,욕설 사용,직접적인 욕설 포함됨,0.95
김문수 당선보다 현 득표율이 더 짜증나는 페미들이면 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438227&page=6,ㅋㅋ......,욕설 사용,제목에 직접적인 욕설 포함됨 ('개추'),0.95
내가 만난 405060 민주당 지지 이유,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438226&page=6,지금까지 봐온 민주당 지지하는 틀딱들은 그냥 민주당 지지하는거임 저 나이대에는 민주당 지지하면 깨어있는 사람이라는 인식있어서 공약이든 토론이든 그런거 상관없이 지지함 - dc official App......,일반글,직접적인 욕설 없음,1.00
뭐 근데 객관적으로 보면 이대남한테 손해는 없음.,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438225&page=6,군대도 모병제에 준하는 구조로 간다 안했나. 왜냐하면 진보들도 남녀갈등의 가장 큰 원인이 군대문제라는걸 알기때문에 어떻게든 군대 부담을 줄이는 방향으로 간다는 거임. 공유지의 풀은 먼저먹는 사람이 임자임 이번기회에 다들 자기 권리 하나씩 챙겨가셈 ㅇㅇ......,일반글,직접적인 욕설 없음,1.00
지금 좆된건 이준석이 아니라 국민의힘이라니깐...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438224&page=6,"이를테면 이준석은 일종의 ""옥새""같은거임 2030을 들고있는 옥새. 이준석이 당대표 시절: 대선,지선,보궐,총선 다 이김 윤석열 대통령 만들때도 지금 데이터보면 결국 이준석이 만든거임 그리고 이준석 쫓아낸 후 김기현, 한동훈이 보궐,총선 다 쳐발리고 민주당에 190석 내준것도, 오늘 대선에서 쳐발린것도, 결국 딱 이준석 파이만큼 모자라서 지는거임 이준석이 ...",욕설 사용,직접적인 욕설 포함됨,0.99
김문수가 윤석열 이김,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438222&page=6,윤석열 표에서 공평하게 이준석 표 빼면 김문수가 윤석열 이김......,일반글,직접적인 욕설 없음,1.00
여기 그래봤자 10~50대 아님? 6070도 있음?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438220&page=6,대부분 2030 아님? 왜 근데 분위기가 이모양임? 4050은 찢 70퍼라 아가리 닥치고 있어야하고 6070은 없을거고 근데 왜 분위기가 이모양이지?......,일반글,직접적인 욕설 없음,1.00
4찍은 임무완료했음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438219&page=6,국힘도 멸망하고 개혁신당도 멸망하고 미드오픈 했잖아......,일반글,직접적인 욕설 없음,1.00
페미들이 득표율로 긁혔다는게 뭔소리임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438218&page=6,누구 득표율? 김문수?......,일반글,직접적인 욕설 없음,1.00
틀구이들) 이재명은 대통령 절대 안된다>>>>됨,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438217&page=6,이재명 대통령 되면 중국속국 된다>>>>안됨 걍 이 저능아새끼들 반대로 하면 다 맞음......,욕설 사용,직접적인 욕설 포함됨,0.95
이재명이 반대층한테도 지지받는 방법,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438215&page=6,윤석열 사형 문재인 사형......,일반글,직접적인 욕설 없음,1.00
어차피 이제부턴 모두 이재명 탓임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438214&page=6,의원수도 과반인데 남탓 어캐함 ㅋㅋㅋㅋㅋㅋㅋㅋ 함 대가리 깨져보고도 이재명 지지할 지 궁금함 아! 내란후유증이 남아있었노!! 5년간 ㅈㄴ 우려먹을 듯......,분석 최종 실패,최대 재시도 도달,0.00
4찍은 진심으로 살자해라,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438213&page=6,공기가아깝노......,일반글,직접적인 욕설 없음,0.95
보수결집 무섭긴하다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438212&page=6,샤이보수 막판에 몰려서 재매이 50% 못넘게 만드네......,일반글,직접적인 욕설 없음,1.00
홍준 표는 면상만 좀만잘생겼어도,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438211&page=6,대통령인대......,일반글,직접적인 욕설 없음,1.00
최종 득표율 보면 단일화했어도 이재명이 씹압승이엇네 결국,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438210&page=6,- dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
윤석열을 탓해 내란견 장애인새끼들아,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438209&page=6,ㄹㅇㅋㅋㅋㅋㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.99
지금 좆된건 이준석이 아니라 국민의힘이라니깐...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438208&page=6,"이를테면 이준석은 일종의 ""옥새""같은거임 2030을 들고있는 옥새. 이준석이 당대표 시절: 대선,지선,보궐,총선 다 이김 윤석열 대통령 만들때도 지금 데이터보면 결국 이준석이 만든거임 그리고 이준석 쫓아낸 후 김기현, 한동훈이 보궐,총선 다 쳐발리고 민주당에 190석 내준것도, 오늘 대선에서 쳐발린것도, 결국 딱 이준석 파이만큼 모자라서 지는거임 이준석이 ...",욕설 사용,직접적인 욕설 포함됨,0.99
근데 이준석 없었으면,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438206&page=6,김문수 가능했냐?......,일반글,직접적인 욕설 없음,1.00
브르르브르르덕수핌 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438204&page=6,내용 없음...,일반글,직접적인 욕설 없음,1.00
틀구이 <~ 그냥 종교선택을 우파로 했을 뿐임..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438205&page=6,판단력도 기억력도 양심도 없음... 그저 이새기들이 처음 선택한 종교가 보수였을 뿐 좌빨이랑 다를게 없음.........,욕설 사용,직접적인 욕설 포함됨,0.95
이준석 욕하는 게 ㄹㅇ 어이없네 ㅅㅂㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438203&page=6,아니 국힘을 욕하는 게 상식적으로 맞지 않음? 지들 당권 때문에 내친건데 왜 이제 와서 지랄ㅋㅋㅋ 진짜 상식이 안 통하는구나... 찢 지지자들과 동급 ㅇㅇ - dc official App......,욕설 사용,직접적인 욕설 포함됨 ('ㅅㅂ' 사용),0.95
단일화했으면 비볐겠네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438202&page=6,이준석 ㅂㅅ - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
면접여조 존나정확하네 이재명 49프로 존나많았는데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438201&page=6,ㅇ......,일반글,직접적인 욕설 없음,1.00
좌빨사이트들 이재명 과반못넘어서 뿔남 ㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438199&page=6,어 취임직후 경제말고 사법개혁해봐 바로 취임덕해줄께 ㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
국힘이 정상적이라면 노동자를 위한 당이여야하는데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438198&page=6,븅신새끼들이 그러면 기득권을 위한 정당인가? 그것도 아님 그냥 기업 회장 따까리하는 정당임 기업가한테 좀만 불리한법 싸그리 거부권 노동자한테 조금이라도 도움되는법 싸그리 거부권 전국민이 노동자인데 대체 누굴 위해 존재하는정당인지? spc사건도 단 한마디를 못함 spc회장 당장 구속시키고 회사 쪼개버려도 모자를판에 구속한다고 사망자 안없어져 이딴소리나 쳐하고...,욕설 사용,직접적인 욕설 포함됨,0.95
한동훈이나 오세훈이 나왔으면 이준석이 단일화해줬음ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438196&page=6,틀니의힘 지들이 내쫓아놓고 ㅈㄹ이노ㅋㅋㅋ - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
노무현 선거때 집단 광기였음 선거내내,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438195&page=6,스타성 샤워하신 정육각형 정치인이 도장깨기를 하고 다녔음 그때부터 현 4050이 약간 정신이나가기 시작한듯......,일반글,직접적인 욕설 없음,1.00
내란견들 존나화났노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438194&page=6,계엄도 자기들이하고 선거도 지들 역량부족으로 지고 지금 단일화 매달리던놈 내쫓은거도 지들이고 ㅋㅋㅋㅋㅋ 자기들이 모든걸 자처했음에도 여기저기 탓탓 ㅋㅋㅋㅋㅋㅋㅋㅋ - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
찢매이 과반이 관심사인 이유 =이준석 사형vs무죄 판결 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438193&page=6,ㅋㅋㅋ......,분석 최종 실패,최대 재시도 도달,0.00
근데 이대남탓맞잖아,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438192&page=6,왜 인정을못해 현실감각떨어지는 4찍새끼들아 - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
이재명 과반만 안되면 성공한거,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438191&page=7,김문수가 당선 못한건 못한거고 김문수 40이상 이준석이 9가까이 나오고 이재명 50 못 넘으면 성공임 - dc official App......,일반글,직접적인 욕설 없음,1.00
